Volume (A^3/atom),Energy (eV/atom)
17.9358497960000,-2.59094217375000
18.4963051840000,-2.60389181437500
19.0683159480000,-2.61028726437500
19.6520000000000,-2.61076261250000
20.2474752520000,-2.60594199125000
20.8548596160000,-2.59634389250000
21.4742710040000,-2.58244712000000
